Company Name (EN),Company Name (FA),Website,Company URL,Lower Employee Count,Upper Employee Count,Business Area,Founded Year
navid store,فروشگاه نوید,http://navidzarf.ir,https://jobinja.ir/companies/navid-store/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
nana,سالن زیبایی نانا,http://nana.ir,https://jobinja.ir/companies/nana/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Golkooh,گل کوه بینالود,http://www.golkooh.com,https://jobinja.ir/companies/golkooh/jobs,N/A,N/A,کالای مصرفی و خوراکی,N/A
Ana Clinic,کلینیک آنا,http://www.ana-clinic.com,https://jobinja.ir/companies/ana-clinic/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Allkud,آل کود,http://allkud.com,https://jobinja.ir/companies/allkud/jobs,N/A,N/A,کشاورزی,N/A
Razi,موسسه تحقیقات واکسن و سرم سازی رازی,https://www.rvsri.ac.ir/portal/home/,https://jobinja.ir/companies/razi-5/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Dr Abbaspour,کلینیک زیبایی دکتر عباسپور,http://www.drabbaspour.ir,https://jobinja.ir/companies/drabbaspour/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Tajhiz Kia Gostar Paydar Farda,تجهیز کیا گستر پایدار فردا,https://tajhizat.co/,https://jobinja.ir/companies/tajhiz-kia-gostar-paydar-farda/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Agro Saeed,کشاورزی سعید,http://www.agrosaeed.ir,https://jobinja.ir/companies/agrosaeed/jobs,N/A,N/A,کشاورزی,N/A
Abgineh Advertising Agency,کانون تبلیغات آبگینه,http://abginehads.com,https://jobinja.ir/companies/abgineh-advertising-agency/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
ta1group,هلدینگ توان,http://ta1teb.ir,https://jobinja.ir/companies/ta1group/jobs,N/A,N/A,معماری و عمران,N/A
ECO SMS,اِکو اس ام اس,http://www.eco-sms.ir,https://jobinja.ir/companies/eco-sms/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Tchub,ستارگان خلاق توران,http://tchub.ir,https://jobinja.ir/companies/creative-stars-of-touran/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
DAP,داده پردازان آرتا پارس,https://www.dapsoft.ir/,https://jobinja.ir/companies/dap-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Divan Kherad,دیوان خرد,http://wwwdivankherad.com,https://jobinja.ir/companies/divan-kherad/jobs,N/A,N/A,وکالت و حقوقی,N/A
Mehrgan Arman Movaffaghiat,مهرگان آرمان موفقیت,http://Landiranexpert.com,https://jobinja.ir/companies/landiranexpert/jobs,N/A,N/A,املاک و مستغلات,N/A
Tehran kitchen,آشپزخانه تهران,https://tehrankitchen.com/,https://jobinja.ir/companies/tehran-kitchen/jobs,N/A,N/A,تولید و صنایع,N/A
Diare Sabze Salamti,دیار سبز سلامتی,http://romis.website,https://jobinja.ir/companies/diare-sabze-salamti/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Ravan Teb Mana (axon),کلینیک روان طب مانا(آکسون),http://axonclinic.com,https://jobinja.ir/companies/ravan-teb-mana-axon/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Foolad Rizanasia,بازرگانی صنایع فولادریزان اسیا,http://Fooladrizan-asia.com,https://jobinja.ir/companies/fooladrizanasia/jobs,N/A,N/A,تولید و صنایع,N/A
Rahmani,تولیدی رحمانی,http://ramanplast.com,https://jobinja.ir/companies/rahmani-3/jobs,N/A,N/A,تولید و صنایع,N/A
Chemical Beton Plast,شیمیایی بتن پلاست,http://www.betonplast.com,https://jobinja.ir/companies/chemical-beton-plast/jobs,N/A,N/A,تولید و صنایع,N/A
Behzistanpars,آمبولانس امداد بهزیستان پارس,http://behzistanpars.com,https://jobinja.ir/companies/behzistanpars/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Mehrdookht Academy,آکادمی مهردوخت,http://www.mehrdookht.com,https://jobinja.ir/companies/mehrdookht-academy/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Bamdad Barin Co,بامداد برین,http://www.bamdadbarin.com,https://jobinja.ir/companies/bamdad-barin-co/jobs,N/A,N/A,واردات و صادرات,N/A
Bazari Bash,بازاری باش,http://bazaribash.com,https://jobinja.ir/companies/bazaribash/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
"Department of Industrial and Organizational Psychology, Varan",گروه روان‌شناسی صنعتی و سازمانی واران,http://iop.varanpsy.org,https://jobinja.ir/companies/department-of-industrial-and-organizational-psychology-varan/jobs,N/A,N/A,منابع انسانی,N/A
Elmode,پوشاک ال مد,http://www.elmodeshop.ir,https://jobinja.ir/companies/elmode/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Bimehbaman(Insurance brokerage 1478),کارگزاری 1478 بیمه مرکزی(بیمه با من),http://bimehbaman.com,https://jobinja.ir/companies/bimehbaman-insurance-brokerage-1478/jobs,N/A,N/A,بیمه,N/A
bebold,آژانس دیجیتال مارکتینگ بی بولد,http://beboldads.com,https://jobinja.ir/companies/bebold/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Asr Talaei Jahan Pars,عصرطلایی جهان پارس,https://vitrincard.com/,https://jobinja.ir/companies/asr-talaei-jahan-pars/jobs,N/A,N/A,مالی و اعتباری,N/A
Denafoammiran,دنافوم میران,http://denafoam.com,https://jobinja.ir/companies/denafoammiran/jobs,N/A,N/A,تولید و صنایع,N/A
Sayone Sport Medicine,مجموعه پزشکی ورزشی سی وان,http://www.ssmc.ir,https://jobinja.ir/companies/sayone-sport-medicine/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Royal Part,رویال پارت,https://royalpart.co/,https://jobinja.ir/companies/royal-part/jobs,N/A,N/A,واردات و صادرات,N/A
Jahanesanat,روزنامه جهان صنعت,http://www.jahanesanat.ir,https://jobinja.ir/companies/jahanesanat/jobs,N/A,N/A,رسانه و انتشارات,N/A
Razin Toseh Iranian,رازین توسعه ایرانیان,http://razintoseeh.com,https://jobinja.ir/companies/razin-toseeh-iranian/jobs,N/A,N/A,واردات و صادرات,N/A
PressTV,پرس تی وی,http://www.presstv.ir,https://jobinja.ir/companies/presstv/jobs,N/A,N/A,رسانه و انتشارات,N/A
Sarmayeh Shams Mandegar,سرمایه شمس ماندگار,http://shamshold.com,https://jobinja.ir/companies/sarmayeh-shams-mandegar/jobs,N/A,N/A,تولید و صنایع,N/A
Arapack,آراپک,http://www.arapack.ir,https://jobinja.ir/companies/arapack/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
New Method,نیومتد,http://newwmethods.wordpress.com,https://jobinja.ir/companies/new-method/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Vision Tadbir Karan,ویژن تدبیر کاران,http://www.vtk.co.com,https://jobinja.ir/companies/vision-tadbir-karan-2/jobs,N/A,N/A,نفت و گاز,N/A
Nano Isocover,نانو ایزوکاور,http://www.nanoisocover.com/,https://jobinja.ir/companies/nanoisocover/jobs,N/A,N/A,معماری و عمران,N/A
Rozhman,استدیو روژمان,http://www.misdashjadoogar.cim,https://jobinja.ir/companies/rozhman/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Arktisch,آرکتیش,http://WWW.ARKTISCH.COM,https://jobinja.ir/companies/arktisch/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Behjat Tile Group,گروه کاشی و سرامیک بهجت,http://www.behceram.com,https://jobinja.ir/companies/behjat-tile-group/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Yad Architect,دفتر طرح و ساخت یاد,https://yadarc.co/,https://jobinja.ir/companies/yad-architect/jobs,N/A,N/A,معماری و عمران,N/A
Arya Tahrir Iranian,آریاتحریر ایرانیان,http://Beresa.co,https://jobinja.ir/companies/arya-tahrir-iranian/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Nilimoon,نیلیمون,http://Nilimoon.ir,https://jobinja.ir/companies/nilimoon/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Sorooshe Javid,سروش جاوید,https://soroushejavid.com/,https://jobinja.ir/companies/sorooshejavid/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Mobtaker novin school,مدرسه مبتکر نوین,https://mobtakerschools.ir/,https://jobinja.ir/companies/mobtaker-novin-school/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Almasfoolad,الماس فولاد,http://Www.almasfoolad.com,https://jobinja.ir/companies/almasfoolad/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Daryan Academy,مکتب سرای داریان,http://Www.daryanacademy.com,https://jobinja.ir/companies/daryan-academy/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
WikiPardakht,ویکی پرداخت,http://wikipardakht.com,https://jobinja.ir/companies/wol/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Florbeautylaser,مطب پوست و مو فلور,http://florbeauty.ir,https://jobinja.ir/companies/florbeautylaser/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Talasara,طلاسرا,http://talasara.com,https://jobinja.ir/companies/talasara/jobs,N/A,N/A,نیرو,N/A
Akademi Amozeshi Gangi,آکادمی آموزشی گنجی,http://Fatemeganji.ir,https://jobinja.ir/companies/akademi-amozeshi-ganhi/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Radin Mehr Afrand,رادین مهر افرند,http://www.baumen.ir,https://jobinja.ir/companies/radin-mehr-afrand/jobs,N/A,N/A,واردات و صادرات,N/A
ordibehesht construction company,شرکت ساختمانی اردیبهشت,http://ordibehesht-company.ir,https://jobinja.ir/companies/ordibehesht-construction-company/jobs,N/A,N/A,معماری و عمران,N/A
wisdomage,عصر خرد آگاه,http://www.wisdomage.ir,https://jobinja.ir/companies/wisdomage/jobs,N/A,N/A,واردات و صادرات,N/A
lavila Restaurant,رستوران لویلا,http://www.lavilatehran.ir,https://jobinja.ir/companies/lavila-restaurant/jobs,N/A,N/A,غذا و رستوران‌ها,N/A
Woodenmobl,وودن مبل,http://woodenmobl.com,https://jobinja.ir/companies/woodenmobl-1/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Mehrsam,توان دانش مهرسام,http://www.mehrsamtech.com,https://jobinja.ir/companies/mehrsam-4/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Dr Kiya,دکتر کیا,http://drkiya.ir,https://jobinja.ir/companies/dr-kiya/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Bamtitoys,بامتی تویز,http://bamtitoys.com,https://jobinja.ir/companies/bamtitoys/jobs,N/A,N/A,تولید و صنایع,N/A
Darman Gostar,درمان گستر,http://www.darmaangostar.com,https://jobinja.ir/companies/darman-gostar-1/jobs,N/A,N/A,تولید و صنایع,N/A
Doxa,موسسه فرهنگی دکسا,https://doxa-v.org/,https://jobinja.ir/companies/doxa/jobs,N/A,N/A,رسانه و انتشارات,N/A
Neo Construction Product,گروه ساختمانی نئو,http://www.neo-cp.com/,https://jobinja.ir/companies/neo/jobs,N/A,N/A,معماری و عمران,N/A
Government counter office 1122,دفتر پیشخوان دولت 1122,http://karaj.akmali.1122@gmail.com,https://jobinja.ir/companies/government-counter-office-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
whalecademy,والکادمی,http://whalecademy.com,https://jobinja.ir/companies/whalecademy/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
University of Tehran,مرکز همایش های دانشگاه تهران,http://tehranevents.com,https://jobinja.ir/companies/university-of-tehran/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Sea Rough Part Shipping and International Transport Company,حمل و نقل بین المللی سیراف پارت,http://www.sea-rough.com,https://jobinja.ir/companies/sea-rough-part-shipping-and-international-transport-company/jobs,N/A,N/A,واردات و صادرات,N/A
Vesta Ahan Espadana,وستا آهن اسپادانا,http://www.vestahan.com,https://jobinja.ir/companies/vesta-ahan-espadana/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Radin Ayin Chavosh,رادین آیین چاوش,http://www.raachco.ir,https://jobinja.ir/companies/radin-ayin-chavosh/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Dayan Imen Pishro,دایان ایمن پیشرو,http://www.dip.co.ir,https://jobinja.ir/companies/dayan-imen-pishro/jobs,N/A,N/A,واردات و صادرات,N/A
Raykalton Belt,رایکا آلتون تسمه,http://www.raykalton.com,https://jobinja.ir/companies/raykalton-belt/jobs,N/A,N/A,خودروسازی,N/A
Pars Etesalat Abzar Daghigh,پارس اتصالات ابزار دقیق,http://www.parsetesalat.com,https://jobinja.ir/companies/pars-etesalat-abzar-daghigh/jobs,N/A,N/A,تولید و صنایع,N/A
Dr Janet Zargari Aesthetic Clinic,کلینیک دکتر ژانت زرگری,http://drjanet.ir,https://jobinja.ir/companies/dr-janet-zargari-aesthetic-clinic/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Taban Nova Ltd.,تابان نوا سازه,http://www.Tabannova.com,https://jobinja.ir/companies/taban-nova-ltd/jobs,N/A,N/A,معماری و عمران,N/A
BasparFoam Garb,بسپارفوم غرب,http://bfgco.com,https://jobinja.ir/companies/basparfoam-garb/jobs,N/A,N/A,تولید و صنایع,N/A
Adaptio,مرکز ارزیابی و توسعه استعداد اداپتیو,http://www.adaptio.ir,https://jobinja.ir/companies/adaptio/jobs,N/A,N/A,منابع انسانی,N/A
Binalood,بینالود,http://Binaloodpaint.ir,https://jobinja.ir/companies/binalood/jobs,N/A,N/A,تولید و صنایع,N/A
Sivan,سیوان,http://sivancity.com,https://jobinja.ir/companies/sivan-9/jobs,N/A,N/A,تولید و صنایع,N/A
Novin Ranke,نوین رنک,http://novinranke.ir,https://jobinja.ir/companies/novinranke/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Arax Language Center,آموزشگاه زبان آراکس,http://araxlc.com,https://jobinja.ir/companies/arax-language-center/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Andishesazan Pamchal,اندیشه سازان پامچال,http://www.digitized.top,https://jobinja.ir/companies/andishesazan-pamchal/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Pet Joint,کلینیک دامپزشکی پت جوینت,http://petjoint.ir,https://jobinja.ir/companies/petjoint/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Tech Vertu,تک ورتو,http://www.techvertu.co.uk,https://jobinja.ir/companies/techvertu/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Rasa Motor,راسا موتور,http://rasamotor.co,https://jobinja.ir/companies/rasa-motor/jobs,N/A,N/A,واردات و صادرات,N/A
Farine Almas Daryay Hormoz,فرینه الماس دریای هرمز,http://www.fadhco.com,https://jobinja.ir/companies/farine-almas-daryay-hormoz/jobs,N/A,N/A,حمل و نقل، لاجستیک و انبارداری,N/A
Mabnaupvc,مبنا پنجره,http://Www.tmpalborz.com,https://jobinja.ir/companies/mabnaupvc/jobs,N/A,N/A,تولید و صنایع,N/A
Vira Rahesh Pharmed,ویرا رهش فارمد,http://info@virarahesh.com,https://jobinja.ir/companies/vira-rahesh-pharmed/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Modiran Foolad Azar,مدیران فولاد آذر,https://modiranfoolad.com/,https://jobinja.ir/companies/modiranfooladazar/jobs,N/A,N/A,تولید و صنایع,N/A
Mabnapisheh,مبناپیشه,http://www.mabnapisheh.com,https://jobinja.ir/companies/mabnapisheh/jobs,N/A,N/A,نفت و گاز,N/A
Sadra,صدرا,http://www.davoodigroup.ir,https://jobinja.ir/companies/sadra-49/jobs,N/A,N/A,تولید و صنایع,N/A
Adel KHavrmiane,عادل خاورمیانه,http://r.ahmadi@adellens.org,https://jobinja.ir/companies/adel-khavrmiane/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Azin Namasazan Pars,آذين نماسازان پارس,http://Sharwinco.com,https://jobinja.ir/companies/azinnamasazanpars/jobs,N/A,N/A,معماری و عمران,N/A
Sana,مرکز سلامت جسم و ذهن سانا,http://Sanaestedad.ir,https://jobinja.ir/companies/sana-29/jobs,N/A,N/A,فرهنگی و ورزشی,N/A
Almas,الماس,https://almasweddingcard.com,https://jobinja.ir/companies/almas-22/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
No Aavaran Sehat Mahmoudi,شرکت نوآوران صحت محمودی,http://4food.ir,https://jobinja.ir/companies/sehatmahmoudi-1/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
vape60,ویپ60,https://vape60shop18.com,https://jobinja.ir/companies/vape60-1/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Mirpour Academy,میرپور آکادمی,http://mirpouracademy.com,https://jobinja.ir/companies/mirpour-academy/jobs,N/A,N/A,فرهنگی و ورزشی,N/A
ClinicDinaz,کلینیک دیناز,http://www.dinazclinic.com,https://jobinja.ir/companies/clinicdinaz/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Papar,آرایشی بهداشی پَپَر,http://www.paparshop.com,https://jobinja.ir/companies/papar/jobs,N/A,N/A,تولید و صنایع,N/A
Farmanie Coin,سکه فرمانیه,http://farmaniecoin.ir,https://jobinja.ir/companies/farmanie-coin/jobs,N/A,N/A,مالی و اعتباری,N/A
Naft Azma Pazhouh,نفت آزما پژوه,http://naftazmapazhouh.com/,https://jobinja.ir/companies/naft-azma-pazhouh/jobs,N/A,N/A,تولید و صنایع,N/A
Tabatabaei,قنادی طباطبایی,http://tabatabaeico.com,https://jobinja.ir/companies/tabatabaei/jobs,N/A,N/A,تولید و صنایع,N/A
Mahpak,مه پاک,http://Www.mahpakshop.com,https://jobinja.ir/companies/mahpak-1/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Puran Saffron,زعفران پوران,https://puransaffron.com/,https://jobinja.ir/companies/puran-saffron/jobs,N/A,N/A,کالای مصرفی و خوراکی,N/A
Apumed,آپومد,http://Www.apumed.com,https://jobinja.ir/companies/dr-alipour/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Sepehrmonavar Company,شرکت سپهرمنور,http://edclamp.com,https://jobinja.ir/companies/sepehrmonavar-company/jobs,N/A,N/A,تولید و صنایع,N/A
Frada,فرادا,http://frada.ir,https://jobinja.ir/companies/frada/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
QMC,پیام آوران کیفیت پایا,http://qmco.ir/,https://jobinja.ir/companies/qmc/jobs,N/A,N/A,استاندارد و کنترل‌کیفیت,N/A
Amethyst Dana Tech,دانش‌بنیان آماتیس دانا,http://www.amatisdana.ir,https://jobinja.ir/companies/amethyst-dana-tech/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Pasargad Print Center,دفتر مرکزی چاپ پاسارگاد,http://www.pasargaderf.ir,https://jobinja.ir/companies/pasargad-print-center/jobs,N/A,N/A,رسانه و انتشارات,N/A
Nik Azma,نیک آزما,http://www.nik-azma.com,https://jobinja.ir/companies/nik-azma/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Alo Diesel,الو دیزل,http://alodiesel.ir,https://jobinja.ir/companies/alodiesel/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Rayan School,مدرسه رایان,http://Rayan.school,https://jobinja.ir/companies/rayan-school/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Liyan Noor Rah Abrisham,لیان نور راه ابریشم,http://www.liannoorco.com,https://jobinja.ir/companies/liyan-noor-rah-abrisham/jobs,N/A,N/A,تولید و صنایع,N/A
The Fashion's Backstage,بک استیج,https://backstage.fashion,https://jobinja.ir/companies/the-fashion-s-backstage/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Behtash gasht,بهتاش گشت,https://behtashgasht.com/,https://jobinja.ir/companies/behtash-gasht/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
sakoo,مهندسین مشاور سکو,https://www.sakoogroups.com/,https://jobinja.ir/companies/sakoo/jobs,N/A,N/A,معماری و عمران,N/A
Kolah Farangi,کلاه فرنگی,http://kolahfarangi.ir/,https://jobinja.ir/companies/kolahfarangi/jobs,N/A,N/A,معماری و عمران,N/A
Bast ٍEnergy Persian,بسط انرژی پرشیا,http://www.ped.ir,https://jobinja.ir/companies/bast-energy-persian/jobs,N/A,N/A,نفت و گاز,N/A
Nadi Garden,مجموعه گل و گیاه نادی,https://nadigarden.com/,https://jobinja.ir/companies/nadi-garden/jobs,N/A,N/A,کشاورزی,N/A
Des Green Line,خط سبز معماری,http://www.desgreenline.com,https://jobinja.ir/companies/des-green-line/jobs,N/A,N/A,معماری و عمران,N/A
Barzehkar Academy,آکادمی برزه کار,http://www.barzehkar.com,https://jobinja.ir/companies/barzehkar-academy/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Jahan Foolad Iranian,جهان فولاد ایرانیان,http://Test.ahanontime.com,https://jobinja.ir/companies/jahan-folad-iranyan/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Crystal Diamond,کریستال دایموند,http://www.crystal-diamond.com,https://jobinja.ir/companies/crystal-diamond/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Black diamond,بازرگانی الماس سیاه,http://Www.blackdiamond-om.com,https://jobinja.ir/companies/black-diamond/jobs,N/A,N/A,نفت و گاز,N/A
About the fitness,ابوت ده فیتنس,http://aboutthefitness.com,https://jobinja.ir/companies/about-the-fitness/jobs,N/A,N/A,واردات و صادرات,N/A
Dooro Nazdik Travel,سفرهای دور و نزدیک,http://Dooronazdiktravel.ir,https://jobinja.ir/companies/dooronazdiktravel/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
Tandis Simin Pars,تندیس سیمین پارس,http://Tandis-pars.com,https://jobinja.ir/companies/tandis-dimin-pars/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Pinmedia,پین مدیا,http://pin-media.ir,https://jobinja.ir/companies/pinmedia/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Noor Vizhe,نور ویژه,http://www.nvco.org,https://jobinja.ir/companies/noor-vizhe/jobs,N/A,N/A,تولید و صنایع,N/A
Resaturant Saboos,رستوران سبوس,http://sabooscafe.com,https://jobinja.ir/companies/resaturant-saboos/jobs,N/A,N/A,غذا و رستوران‌ها,N/A
Zarvan Mehr Arya,زروان مهر آریا,http://Zarvantrip.com,https://jobinja.ir/companies/zarvan-mehr-arya/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
FANUS TALAEE JAZIRE SHIPPING,فانوس طلایی جزیره,http://WWW.IGLSHIP.COM,https://jobinja.ir/companies/fanus-talaee-jazire-shipping/jobs,N/A,N/A,حمل و نقل، لاجستیک و انبارداری,N/A
Darik Mavad Va Tejart,دریک مواد و تجارت,http://barijan.com,https://jobinja.ir/companies/darik-mavad-va-tejart/jobs,N/A,N/A,تولید و صنایع,N/A
Motlagh Hermes Sanat,مطلق هرمس صنعت,http://iransunrise.com,https://jobinja.ir/companies/motlagh-hermes-sanat/jobs,N/A,N/A,تولید و صنایع,N/A
Atlas Khodro 111,عاملیت 111 اطلس خودرو,http://ak111@akcnetwork.ir,https://jobinja.ir/companies/atlaskhodro111/jobs,N/A,N/A,خودروسازی,N/A
Langar Tejarat Akam,لنگر تجارت آکام,http://Www.langartejaratakam.co.ir,https://jobinja.ir/companies/langar-tejarat-akam/jobs,N/A,N/A,واردات و صادرات,N/A
SAMIRAMIS BEAUTY,سالن زیبایی سمیرامیس,http://www.samiramisbeauty.ir,https://jobinja.ir/companies/samiramis-beauty/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Bahamsazan Tejarat Hooshmand,باهمسازان تجارت هوشمند,http://www.persispolymer.com,https://jobinja.ir/companies/bahamsazan-tejarat-hooshmand/jobs,N/A,N/A,واردات و صادرات,N/A
Be Vaghte Zendegi,کلینیک مشاوره به وقت زندگی,http://timelifepsy.com/,https://jobinja.ir/companies/be-vaghte-zendegi/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Sareh,پژواک شوق انگیز ساره,http://Sarehco.ir,https://jobinja.ir/companies/sareh-1/jobs,N/A,N/A,تولید و صنایع,N/A
Dr Mina Rezaei Office,مطب دکتر مینا رضایی,http://www.DrMinaRezaei.com,https://jobinja.ir/companies/dr-mina-rezaei-office/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Sepand Yeganeh,سپند یگانه,http://Www.syn.ir,https://jobinja.ir/companies/sepand-yeganeh/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Smart Pasargad,اسمارت پاسارگاد,http://smartpasargad.ir/,https://jobinja.ir/companies/smart-pasargad/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Digital Khodro,دیجیتال خودرو,http://digitalkhodro.org,https://jobinja.ir/companies/digital-khodro/jobs,N/A,N/A,خودروسازی,N/A
Nikan PC,پترو تامین تجهیزات نیکان,http://www.nikanpc.com,https://jobinja.ir/companies/nikanpc/jobs,N/A,N/A,نفت و گاز,N/A
O2chem,شیمی تجارت اکسیژن,http://O2chem.com,https://jobinja.ir/companies/o2chem/jobs,N/A,N/A,واردات و صادرات,N/A
Toseh Hesab Sepidar,توسعه حساب سپیدار,http://tabatechgroup.com,https://jobinja.ir/companies/toseh-hesab-sepidar/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Parsian Machine,پارسیان ماشین سازان تبریز,https://www.parsianmachine.com/,https://jobinja.ir/companies/parsian-machine/jobs,N/A,N/A,تولید و صنایع,N/A
Seir Shahrara Arya,سیر شهرآرای آریا,https://www.idealshahr.com/,https://jobinja.ir/companies/ideal-shahrara-1/jobs,N/A,N/A,حمل و نقل، لاجستیک و انبارداری,N/A
Jaryanresane,جریان رسانه,http://Jaryanresane.ir,https://jobinja.ir/companies/jaryanresane/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Shegarf Andishan,شگرف اندیشان مالی,http://info@hamednaseriacc.com,https://jobinja.ir/companies/shegarf-andishan/jobs,N/A,N/A,مالی و اعتباری,N/A
Avaye Pars,آوای پارس,http://www.avaparsre.com,https://jobinja.ir/companies/ava-21/jobs,N/A,N/A,بیمه,N/A
